submission_id,respondent_id,submitted_at,loan_id,nps_score,nps_reason,improvement_suggestion,device_quality_happy,service_support_happy,payment_delay,support_difficulty,support_challenge_details,battery_issues,used_moapp,preferred_channel,phone_locked_on_time_payment,other_feedback,nps_category,year,month
81zoDgA,6YPXjJ,4/22/2025 16:45,recA8DuV3yLD4bP7m,7,,,Yes,Yes,No,"no, i have never looked for customer care",Not applicable,Yes,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,Battery drains fast,Passive,2025,2025-04
44BX0AA,RQjEEv,4/22/2025 16:45,recAHPocrT5YrCPOC,8,,,Yes,Yes,Yes,No,45,Yes,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Services are great
 MO phones should offer discounts on good clients who meet their payments on time",Passive,2025,2025-04
kd9ajg1,jrzOeQ,4/22/2025 16:46,recxcmdUN7WwNt0ut,3,,,Yes,No,No,No,,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Kindly revert back my payment to 7 days instead of 4 days.Economy is really hard and am really struggling to reach the deadline.And with those few days I will just give up.,Detractor,2025,2025-04
jabDr29,rQYzVp,4/22/2025 16:46,recu67IarDCfhWwc6,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Sometimes when I put my phone on charger..it brings a warning of moist,Promoter,2025,2025-04
2EB8d2M,yb1Wy4,4/22/2025 16:47,recZixuN8JQSPpLtb,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Best services,Promoter,2025,2025-04
9qXGANV,EG64bq,4/22/2025 16:47,recy2uadFSJdH3O1u,9,,,Yes,Yes,Yes,No,Its great,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,Great,Promoter,2025,2025-04
xXjxov9,gVzlvD,4/22/2025 16:48,recwdZCb5tboLX1i6,5,,,No,No,Yes,No,"My phone usually hangs,the camera has started fading I don't know y....yet has not finished even half a year....",Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,Battery drains under 10 hrs,Detractor,2025,2025-04
Xxrl6D4,OZEWok,4/22/2025 16:49,recaRRBk99R7LTeCB,6,,,Yes,Yes,No,No,No challenge,No,"no, i have never used it",Self-Service USSD – *789*25044#,No,No,Detractor,2025,2025-04
LZz1xMy,2YoQ2b,4/22/2025 16:50,rec05XU0EE7hoe6gY,1,,,No,No,No,No,My phone is dead,Yes,"yes, and i am satisfied with the moapp",Self-Service USSD – *789*25044#,Yes,My phone is dead,Detractor,2025,2025-04
KYeQrDK,BYeP6e,4/22/2025 16:51,receTGfd7PPXJoPGO,8,,,Yes,Yes,No,No,Like my screen is broken but still under warranty but no1xplains2me how I can get it fixed,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,How will I get my screen fixed......is there any charge or is it just from the warranty,Passive,2025,2025-04
2EB89OM,ZAepKB,4/22/2025 16:51,recjh5lGq672scSza,1,,,No,No,No,Yes,I requested for assistance my device has a problem but no substantial assistance...if the problem continues I will stop making payments,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Poor customer services,Detractor,2025,2025-04
kd9a8Dd,jrzdZY,4/22/2025 16:52,rec7efDKVBaCwVMdr,10,,,Yes,Yes,No,No,They are good,Yes,"no, i have never used it",MoPhones App,No,Nope,Promoter,2025,2025-04
BzK4WXQ,pNzjAB,4/22/2025 16:53,recjiIBCDTaMtcEd9,0,,,No,Yes,No,No,,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,Detractor,2025,2025-04
MeDKjLg,K4GqRg,4/22/2025 16:54,recdO9CubuayWDFIb,4,,,No,Yes,No,No,they were not responding to my calls as fast as it could and it takes a lot of airtime,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,I would like my battery be replaced,Detractor,2025,2025-04
yPNZaPp,AY9okD,4/22/2025 16:58,recYdRr5oOw861Emd,10,,,Yes,Yes,Yes,"no, i have never looked for customer care",,,,,,,Promoter,2025,2025-04
44BXV5O,OZEpMY,4/22/2025 16:58,recfi8alfWNkKuIOT,10,,,Yes,Yes,Yes,"no, i have never looked for customer care",No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Good,Promoter,2025,2025-04
PdDjJVb,k4zDPe,4/22/2025 16:58,rec9TxaSWA6t0YEV0,0,,,No,No,No,Yes,No phone picking,No,"yes, but i am not satisfied with the moapp",Self-Service USSD – *789*25044#,Yes,I'm overcharged for a phone value now is too low interest,Detractor,2025,2025-04
RGdK9zK,pNZxeV,4/22/2025 16:59,rec8z2uIPEvQU89cu,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,So far so kind,Promoter,2025,2025-04
5B4K72Q,0YArK9,4/22/2025 17:02,recxMh4xODGiHLyZB,8,,,,,,,,,,,,,Passive,2025,2025-04
zxNX6g8,QqE2dX,4/22/2025 17:02,recK9eVf1vs71iEaz,10,,,Yes,Yes,No,No,Never experienced,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,Am very satisfied,Promoter,2025,2025-04
BzK4y95,5YOBb6,4/22/2025 17:04,recK5hR1IcSJ3SBuE,0,,,No,No,No,,,,,,,,Detractor,2025,2025-04
ODl1Np7,yb7ZG0,4/22/2025 17:04,recYsFZwCxGw6mR2m,6,,,No,Yes,No,No,Customer support was prompt. I was happy with the service.,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Send a payment reminder on the mophone app and day prior to payment due date or automate payment.,Detractor,2025,2025-04
QKM2QQX,ZAQ5Zz,4/22/2025 17:06,recglHvMiiwcRGF1k,3,,,No,No,Yes,Yes,Technician was not available,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,Yes,Data network not properly working,Detractor,2025,2025-04
GxKvGxo,WgXMyk,4/22/2025 17:08,receLhxpuuABIj8mW,10,,,Yes,Yes,No,No,Reflection of payment,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I'm okay,Promoter,2025,2025-04
WOr9LBN,rQqj7X,4/22/2025 17:10,recnbXOQBMmvzA8ki,10,,,Yes,Yes,Yes,Yes,No standby customer service,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Not much,Promoter,2025,2025-04
xXjxGXk,4YGa8k,4/22/2025 17:14,recTfKqWEaSCQAO6o,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,,Promoter,2025,2025-04
MeDK0dY,ZAQ9Z5,4/22/2025 17:14,recW6eMD3eUxBhWJ7,10,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,Yes,No,Promoter,2025,2025-04
BzK4Np1,eGoMMQ,4/22/2025 17:19,recR0w022eXNgKp0A,8,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,No,Passive,2025,2025-04
GxKv8vo,jrEZ4J,4/22/2025 17:21,rectcycx999bXPfce,8,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,,Passive,2025,2025-04
LZz1l4y,W6Z2ZL,4/22/2025 17:21,recNMSZ8wZIndUOND,5,,,No,Yes,No,"no, i have never looked for customer care",I hadn't looked for customer care yet,Yes,"yes, and i am satisfied with the moapp",MoPhones App,Yes,The phone is usually overheating,Detractor,2025,2025-04
eqDZkrE,2YRXpj,4/22/2025 17:22,rec3MGlYTgCEZkrxn,10,,,Yes,Yes,Yes,No,Gahs,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Why can't I put another line,Promoter,2025,2025-04
gDejKND,BY9KEA,4/22/2025 17:23,recqOrofRZAkpigCw,5,,,Yes,Yes,No,"no, i have never looked for customer care",No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,It's a good phone,Detractor,2025,2025-04
J9dK7Er,7YPqP6,4/22/2025 17:24,recK3ObTlGnV82mox,9,,,Yes,Yes,Yes,Yes,I once mistreated by one of the staff in Kimanthi streets pioneer house,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I still can't understand how my ksh6000 shilling were used in the name of repairing the phone yet it was locked by staff of mophones,Promoter,2025,2025-04
q4aZ2DY,9YrX51,4/22/2025 17:27,reclXY5kP7q2YS8na,7,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Value mo phones,Passive,2025,2025-04
rjByxk2,DoWKgZ,4/22/2025 17:28,recdVrwP8NNfSulo5,10,,,Yes,Yes,Yes,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Non atm,Promoter,2025,2025-04
VLjERQy,JrBpVr,4/22/2025 17:32,recaMvCK6MGg1raZU,7,,,Yes,Yes,No,No,Battery is draining fast,Yes,"no, i have never used it",Reach Out via a Sales Agent,No,Good,Passive,2025,2025-04
Ek5zV92,7YE8DA,4/22/2025 17:33,recAvwO3c2RyeIchE,0,,,No,No,No,No,Phone is overheating,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Detractor,2025,2025-04
pbdxj2q,8YEa0l,4/22/2025 17:35,recXTX8DhRbtR8sA8,10,,,Yes,Yes,No,No,No challenged faced,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Nop,Promoter,2025,2025-04
zxNXaPZ,2YRakb,4/22/2025 17:35,recD0N2I1Pl1uuNNJ,6,,,Yes,No,No,No,Some time phone yangu utupa network shida itaweza kuwa nini,No,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mko sawa,Detractor,2025,2025-04
44BXg5d,M2GNA0,4/22/2025 17:36,recNldIGF1wRXAODx,7,,,Yes,Yes,No,Yes,My phone is restricted I can not install apps from other sites,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Allow your products to install apps from other sites please,Passive,2025,2025-04
pbdxl6q,gVOded,4/22/2025 17:37,recFd5rVcayFFvVCp,8,,,Yes,Yes,No,No,My experince with mophones as a company and as my phone A20 is perfect so far. I want to finish paying this immediately so that i can get another one. Am looking forward for A16.,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Thanks for all your services.,Passive,2025,2025-04
MeDeKzk,0YA8MZ,4/22/2025 17:39,reckHkeJE9yhguMIS,10,,,Yes,Yes,No,No,I have never had any challenge,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I like the company,Promoter,2025,2025-04
rjBjyaX,OZVX57,4/22/2025 17:40,recvxTpf3gnFIThnd,10,,,Yes,Yes,No,No,No challange on my side,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am ok,Promoter,2025,2025-04
44B44oA,5YOZxZ,4/22/2025 17:42,rec4ODThson3KnJwc,9,,,Yes,Yes,No,No,Your perfect,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Perfect,Promoter,2025,2025-04
jabaaOJ,k4rNxZ,4/22/2025 17:45,rec36huwiNfDs0GKz,9,,,Yes,Yes,Yes,No,Takes time to unlock,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Quite good,Promoter,2025,2025-04
BzKzzVA,EGaxBo,4/22/2025 17:50,recWSPl9ghOW8KhIr,5,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The thing with always putting on location is crashing our batteries,Detractor,2025,2025-04
jabaZ59,X7N0bP,4/22/2025 17:55,recufwTagcJQrjqOX,10,,,Yes,Yes,Yes,Yes,Lack of 24hrs customer care services. Very frustrating.,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,Yes,You need to improve on your customer care services.,Promoter,2025,2025-04
68e8LWo,K4R1EX,4/22/2025 17:55,recz5yH5BhiFfXsr6,8,,,Yes,Yes,Yes,No,Can you alter once am late for payment just as a reminder,Yes,"no, i have never used it",Free SMS – 25044,Yes,Have challenge with battery can't last for a day,Passive,2025,2025-04
Y5R5R4N,EGaQBl,4/22/2025 17:56,recm7htHCfU0Eqq2l,9,,,Yes,Yes,No,No,,,,,,,Promoter,2025,2025-04
jababrQ,5YO17v,4/22/2025 17:58,recBpBCJ5IVCjq3qL,0,,,,,,,,,,,,,Detractor,2025,2025-04
vGrGr20,5YO1pE,4/22/2025 18:00,recAhcmuyUWpMklrO,10,,,Yes,Yes,No,"no, i have never looked for customer care",No challenge,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-04
2EBEa8V,a1l6Ob,4/22/2025 18:04,rec8XwnuPuWZJ3bld,6,,,Yes,No,No,Yes,The battery life is small,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not really,Detractor,2025,2025-04
81z1aBl,2YReYL,4/22/2025 18:05,recnHvb4CGLqVgMn8,10,,,Yes,Yes,No,,,,,,,,Promoter,2025,2025-04
ZjojEMV,K4R64A,4/22/2025 18:07,rec7BhK2j0BW0wWiM,10,,,Yes,Yes,Yes,No,Open the phone immediatly after payment,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-04
kd9dGze,X7NeGj,4/22/2025 18:09,reckbehUC2YbV18C0,10,,,Yes,Yes,No,No,,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-04
ODlDXvM,RaL91P,4/22/2025 18:15,recwFJpC7Kev9Xvp8,8,,,No,Yes,No,No,Never had experience with the customer service though,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Having problem with updated apps in my device, all refused to operate says controlled by admin making my usage with the same very difficult 😕",Passive,2025,2025-04
rjBjPNM,5YO21b,4/22/2025 18:23,recRoJtkHMV0zoy05,7,,,Yes,Yes,No,No,,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"Work on the batteries and quality glass, plus the front camera gets dusty.",Passive,2025,2025-04
BzKzkk1,9YrlEE,4/22/2025 18:23,recYFbhiQYVt4cAlG,10,,,Yes,Yes,Yes,No,G,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Good,Promoter,2025,2025-04
RGdG5jl,X7Nqy4,4/22/2025 18:23,recAwhhJpUynjmgjB,,,,,No,,,,,,,,,,2025,2025-04
A7K7lv0,pNZGQZ,4/22/2025 18:33,reccPQBzpdtFYzdXm,9,,,Yes,Yes,No,No,Add more devices to the market,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Improve on that,Promoter,2025,2025-04
QKMKAlp,2YRvLV,4/22/2025 18:35,recpeLpbrHcYKU0hW,10,,,Yes,Yes,No,No,Non,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Promoter,2025,2025-04
Y5R5OJ6,4YGvMk,4/22/2025 18:40,recC9jIxztZUgyweE,10,,,Yes,Yes,No,"no, i have never looked for customer care",Cool,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,Yes,Nothing much,Promoter,2025,2025-04
ZjojY9B,rQqr4X,4/22/2025 18:51,recYDWYYh8zJjyMkv,,,,Yes,,,,,,,,,,,2025,2025-04
1AkAE0b,jrE7R4,4/22/2025 18:52,recQ0Txuz1mAfY181,1,,,No,No,Yes,No,No go through communication,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"-International disturbance in rural and become
 -very hot while using it 
 -unable to set some security features 
 -very slow internet outrage
 -always logs out my wifi and other passwords frequently 
 -hanging every time I don't know what's the problem 
 -very",Detractor,2025,2025-04
44B4L0B,GV7Bgj,4/22/2025 18:56,recWtKqzsf7us0tan,1,,,Yes,Yes,No,No,"Last week Friday I paid but my was locked until Saturday 11am ,until I called customer care mophones",Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones is best ever,Detractor,2025,2025-04
q4a4WNg,JrBV2Y,4/22/2025 18:56,recxKCi0IOYz2dVPE,8,,,Yes,Yes,No,No,,No,"yes, but i am not satisfied with the moapp",Reach Out via a Sales Agent,No,,Passive,2025,2025-04
rjBjLRl,0YAbJP,4/22/2025 18:56,recZAdXq7W0CSKRDt,10,,,Yes,Yes,No,No,Nothing,No,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing,Promoter,2025,2025-04
Y5R5MYd,DoWX8j,4/22/2025 19:00,recMGoc2pCuo3NxYX,10,,,Yes,Yes,No,No,Ok,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,1,Promoter,2025,2025-04
Y5R5z1W,JrBX97,4/22/2025 19:09,recMGSak3tQFTxJig,7,,,Yes,Yes,No,No,na,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,check on the 5 day grace period; and if a device is on loan and the price reduce how do you go about it,Passive,2025,2025-04
MeDerL8,gVOYNl,4/22/2025 19:10,recbEXnMkfDh1xQim,3,,,No,No,,Yes,Have complained about,,,,,,Detractor,2025,2025-04
QKMKk81,bMAzrg,4/22/2025 19:41,recNLqbyb5k87HIzv,7,,,Yes,Yes,Yes,No,No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I have an issue with commissions...when I came to you I had that there are commissions when I refer someone..now I have done 2 of them and haven't received anything...please assist,Passive,2025,2025-04
7RbRM5Z,qqNzkd,4/22/2025 19:42,rec26AkwqYrqYbn3A,0,,,No,No,No,Yes,You guys I came to your offices when my phone had a problem with the sim card and you said you'd call me so that I bring to to be fixed it's now been 5 months still waiting,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,Yes,Still waiting to be called,Detractor,2025,2025-04
81z1WJr,oZxpoX,4/22/2025 20:03,rec2ZxAdpdl97QGxb,6,,,Yes,Yes,No,"no, i have never looked for customer care",Null,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,Null,Detractor,2025,2025-04
vGrGbjg,lj458B,4/22/2025 20:07,recneO0bf2Hl9yC84,10,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,Good,Promoter,2025,2025-04
obDbY1e,lj49vv,4/22/2025 20:33,recd5olo5eKq1VnNL,3,,,Yes,Yes,No,No,I like your service thanks alot,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Mophones they have quality products,Detractor,2025,2025-04
kd9d44R,PNPLEQ,4/22/2025 20:36,recqj4f7Kdvhj5MUe,10,,,Yes,Yes,No,No,Always paying on time,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Promoter,2025,2025-04
MeDeprl,2YRdkD,4/22/2025 20:53,recDIxzfEMHTZr9d2,0,,,No,No,No,No,Customer service wins 40percent,No,"yes, but i am not satisfied with the moapp",Free SMS – 25044,Yes,Poor estèm,Detractor,2025,2025-04
dWNWeMN,GV7E72,4/22/2025 20:55,recEous78Be7KS7Sg,7,,,Yes,Yes,No,No,.,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,Yes,I actually think mophones should give their users who are loyal Customers some discount,Passive,2025,2025-04
q4a41X2,gVOPkd,4/22/2025 20:56,recCRRGR1PJ2ge0tP,5,,,No,Yes,Yes,Yes,I paid my phone but after two days it locked and i called for help therefore no positive response I was asked to be connected to a network but non worked now am afraid to make payments again,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,That made me be afraid of making payments coz you olways send lock commands despite the device paid for,Detractor,2025,2025-04
GxKxMp2,6YVEqO,4/22/2025 21:16,recZWWsuP4oClguJj,10,,,Yes,Yes,No,No,No any challenge,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Thanks for good services,Promoter,2025,2025-04
5B4BRKZ,zAb6LE,4/22/2025 21:22,recz5rSn8e60eMkhM,9,,,Yes,Yes,No,Yes,Wanted to connect with an agent on WhatsApp but it was not successful,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Satisfied with the product and the services,Promoter,2025,2025-04
81z1Oy5,oZxjr1,4/22/2025 21:24,recpkFVr06I6lhV3L,0,,,No,No,,Yes,,,,,,,Detractor,2025,2025-04
A7KrlDe,AYazbl,4/22/2025 23:09,recgbE6YUDWwwqkU3,9,,,,,,,,,,,,,Promoter,2025,2025-04
Xxr5erd,W6Q25J,4/22/2025 23:11,rechiZmmODVsJIFvs,5,,,Yes,Yes,No,Yes,i requested to be paying daily and not weekly but you fail,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,i need your respond to be paying the device daily,Detractor,2025,2025-04
9qXNaXK,oZgoOO,4/23/2025 1:10,recBZP6lPMrzi393g,6,,,No,Yes,No,No,No,,,,,,Detractor,2025,2025-04
RGdWg8J,2YVL7V,4/23/2025 1:22,reciFdz9bXpxWZhoS,9,,,Yes,Yes,No,No,Non,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,All good.,Promoter,2025,2025-04
MeD1QDk,EGAJ82,4/23/2025 1:34,recSJmN2tLPfGLvDl,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,,Promoter,2025,2025-04
b59ZMd0,RQ2BEJ,4/23/2025 1:50,rec1VBsjbSbObnvEm,2,,,No,No,Yes,Yes,Customer service,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,Detractor,2025,2025-04
kd9lN6R,2YVzgb,4/23/2025 4:26,rectgDjginMO37D37,2,,,No,No,Yes,Yes,Phone network.....,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Poor customer caring,Detractor,2025,2025-04
9qXBlQK,5YrPRZ,4/23/2025 5:15,recQfkgSnxyMdMVmy,10,,,Yes,Yes,Yes,No,,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Do mophons offer cash loans?,Promoter,2025,2025-04
MeDX5Mp,X79boO,4/23/2025 5:17,recYjydlrWhV1k8sT,10,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-04
q4aLPl5,PN4qlx,4/23/2025 5:20,recB4GhDgrIOAous2,6,,,No,Yes,No,"no, i have never looked for customer care",I have never reached out,No,"no, i have never used it",Free SMS – 25044,No,Nope,Detractor,2025,2025-04
